"","region","site","canopy","canopycont","elev","lat","long","rep","species","full_species","family","MAT","MAP","temprange_pos","pptrange_pos","plot_seeded","new18","new19","new20","new_all"
"26","RP","RP-1B-5","closed",8.73333333333333,1522,48.519443,-120.73221,"RP-1B-5-c","PICSIT","Picea sitchensis","picea",2.7,1391,-1.73863636363636,-0.417712441735389,"w",0,0,0,0
"27","RP","RP-1B-5","closed",8.73333333333333,1522,48.519443,-120.73221,"RP-1B-5-c","PINPON","Pinus ponderosa","pinus",2.7,1391,-1.3637236084453,0.105322243200491,"w",0,0,0,0
"28","RP","RP-1B-5","closed",8.73333333333333,1522,48.519443,-120.73221,"RP-1B-5-c","MAHNER","Mahonia nervosa","berberidaceae",2.7,1391,-1.87379972565158,-0.539464485458613,"w",0,0,0,0
"29","RP","RP-1B-5","closed",8.73333333333333,1522,48.519443,-120.73221,"RP-1B-5-c","RUBURS","Rubus ursinus","rosaceae",2.7,1391,-2.25375081539465,-0.461759191950109,"w",0,0,0,0
"30","RP","RP-1B-5","closed",8.73333333333333,1522,48.519443,-120.73221,"RP-1B-5-c","SAMCER","Sambucus caerulea","adoxaceae",2.7,1391,-1.55421686746988,0.1986903804001,"w",0,0,0,0
"31","RP","RP-1B-5","closed",8.73333333333333,1522,48.519443,-120.73221,"RP-1B-5-c","SORSIT","Sorbus sitchensis","rosaceae",2.7,1391,-0.415513833992094,-0.63487481134631,"w",0,0,0,0
"32","RP","RP-1B-5","closed",8.73333333333333,1522,48.519443,-120.73221,"RP-1B-5-c","VACPAR","Vaccinium parvifolium","ericaceae",2.7,1391,-1.86829960951367,-0.626519879176314,"w",0,0,0,0
"33","RP","RP-1B-5","closed",8.73333333333333,1522,48.519443,-120.73221,"RP-1B-5-c","ERILAN","Eriophyllum lanatum","asteraceae",2.7,1391,-0.968503937007874,-0.165794563778886,"w",0,0,0,0
"34","RP","RP-1B-5","closed",8.73333333333333,1522,48.519443,-120.73221,"RP-1B-5-c","MAIDIL","Maianthemum dilatatum","asparagaceae",2.7,1391,-1.27889447236181,-0.521414691711844,"w",0,0,0,0
"35","RP","RP-1B-5","closed",8.73333333333333,1522,48.519443,-120.73221,"RP-1B-5-c","TOLMEN","Tolmiea menziesii","saxifragaceae",2.7,1391,-1.93098384728341,-0.748087066339796,"w",0,0,0,0
"36","RP","RP-1B-5","closed",8.73333333333333,1522,48.519443,-120.73221,"RP-1B-5-c","CARSTI","Carex stipata","cyperaceae",2.7,1391,-1.45697643632513,0.202483647739122,"w",0,0,0,0
"37","RP","RP-1B-6","open",25.8666666666667,1514,48.519247,-120.732445,"RP-1B-6-a","ABIGRA","Abies grandis","abies",2.7,1389,-2.14226289517471,0.21483303377164,"w",0,0,0,0
"38","RP","RP-1B-6","open",25.8666666666667,1514,48.519247,-120.732445,"RP-1B-6-a","PICSIT","Picea sitchensis","picea",2.7,1389,-1.73863636363636,-0.419146647543923,"w",0,0,0,0
"39","RP","RP-1B-6","open",25.8666666666667,1514,48.519247,-120.732445,"RP-1B-6-a","PINPON","Pinus ponderosa","pinus",2.7,1389,-1.3637236084453,0.103281114456296,"w",0,0,0,0
"40","RP","RP-1B-6","open",25.8666666666667,1514,48.519247,-120.732445,"RP-1B-6-a","MAHNER","Mahonia nervosa","berberidaceae",2.7,1389,-1.87379972565158,-0.54086269574944,"w",0,0,0,0
"41","RP","RP-1B-6","open",25.8666666666667,1514,48.519247,-120.732445,"RP-1B-6-a","RUBURS","Rubus ursinus","rosaceae",2.7,1389,-2.25375081539465,-0.463289589470865,"w",0,0,0,0
"42","RP","RP-1B-6","open",25.8666666666667,1514,48.519247,-120.732445,"RP-1B-6-a","SAMCER","Sambucus caerulea","adoxaceae",2.7,1389,-1.55421686746988,0.196470686162981,"w",0,0,0,0
"43","RP","RP-1B-6","open",25.8666666666667,1514,48.519247,-120.732445,"RP-1B-6-a","SORSIT","Sorbus sitchensis","rosaceae",2.7,1389,-0.415513833992094,-0.63611315351573,"w",3,0,0,3
"44","RP","RP-1B-6","open",25.8666666666667,1514,48.519247,-120.732445,"RP-1B-6-a","VACPAR","Vaccinium parvifolium","ericaceae",2.7,1389,-1.86829960951367,-0.627746515585949,"w",0,0,0,0
"45","RP","RP-1B-6","open",25.8666666666667,1514,48.519247,-120.732445,"RP-1B-6-a","ERILAN","Eriophyllum lanatum","asteraceae",2.7,1389,-0.968503937007874,-0.16742339407513,"w",0,0,0,0
"46","RP","RP-1B-6","open",25.8666666666667,1514,48.519247,-120.732445,"RP-1B-6-a","MAIDIL","Maianthemum dilatatum","asparagaceae",2.7,1389,-1.27889447236181,-0.522834352235521,"w",0,0,0,0
"47","RP","RP-1B-6","open",25.8666666666667,1514,48.519247,-120.732445,"RP-1B-6-a","TOLMEN","Tolmiea menziesii","saxifragaceae",2.7,1389,-1.93098384728341,-0.749572840056459,"w",0,0,1,1
"48","RP","RP-1B-6","open",25.8666666666667,1514,48.519247,-120.732445,"RP-1B-6-a","CARSTI","Carex stipata","cyperaceae",2.7,1389,-1.45697643632513,0.199955761999558,"w",0,0,0,0
"49","RP","RP-1B-6","open",24.9,1514,48.519247,-120.732445,"RP-1B-6-b","ABIGRA","Abies grandis","abies",2.7,1389,-2.14226289517471,0.21483303377164,"w",0,0,0,0
"50","RP","RP-1B-6","open",24.9,1514,48.519247,-120.732445,"RP-1B-6-b","PICSIT","Picea sitchensis","picea",2.7,1389,-1.73863636363636,-0.419146647543923,"w",0,0,0,0
"51","RP","RP-1B-6","open",24.9,1514,48.519247,-120.732445,"RP-1B-6-b","PINPON","Pinus ponderosa","pinus",2.7,1389,-1.3637236084453,0.103281114456296,"w",0,0,0,0
"52","RP","RP-1B-6","open",24.9,1514,48.519247,-120.732445,"RP-1B-6-b","MAHNER","Mahonia nervosa","berberidaceae",2.7,1389,-1.87379972565158,-0.54086269574944,"w",0,0,0,0
"53","RP","RP-1B-6","open",24.9,1514,48.519247,-120.732445,"RP-1B-6-b","RUBURS","Rubus ursinus","rosaceae",2.7,1389,-2.25375081539465,-0.463289589470865,"w",0,0,0,0
"54","RP","RP-1B-6","open",24.9,1514,48.519247,-120.732445,"RP-1B-6-b","SAMCER","Sambucus caerulea","adoxaceae",2.7,1389,-1.55421686746988,0.196470686162981,"w",0,0,0,0
"55","RP","RP-1B-6","open",24.9,1514,48.519247,-120.732445,"RP-1B-6-b","SORSIT","Sorbus sitchensis","rosaceae",2.7,1389,-0.415513833992094,-0.63611315351573,"w",1,1,0,2
"56","RP","RP-1B-6","open",24.9,1514,48.519247,-120.732445,"RP-1B-6-b","VACPAR","Vaccinium parvifolium","ericaceae",2.7,1389,-1.86829960951367,-0.627746515585949,"w",0,0,0,0
"57","RP","RP-1B-6","open",24.9,1514,48.519247,-120.732445,"RP-1B-6-b","ERILAN","Eriophyllum lanatum","asteraceae",2.7,1389,-0.968503937007874,-0.16742339407513,"w",1,0,0,1
"58","RP","RP-1B-6","open",24.9,1514,48.519247,-120.732445,"RP-1B-6-b","MAIDIL","Maianthemum dilatatum","asparagaceae",2.7,1389,-1.27889447236181,-0.522834352235521,"w",0,0,0,0
"59","RP","RP-1B-6","open",24.9,1514,48.519247,-120.732445,"RP-1B-6-b","TOLMEN","Tolmiea menziesii","saxifragaceae",2.7,1389,-1.93098384728341,-0.749572840056459,"w",6,1,0,7
"60","RP","RP-1B-6","open",24.9,1514,48.519247,-120.732445,"RP-1B-6-b","CARSTI","Carex stipata","cyperaceae",2.7,1389,-1.45697643632513,0.199955761999558,"w",0,0,0,0
"61","RP","RP-1B-6","open",26.8,1514,48.519247,-120.732445,"RP-1B-6-c","ABIGRA","Abies grandis","abies",2.7,1389,-2.14226289517471,0.21483303377164,"w",0,0,0,0
"62","RP","RP-1B-6","open",26.8,1514,48.519247,-120.732445,"RP-1B-6-c","PICSIT","Picea sitchensis","picea",2.7,1389,-1.73863636363636,-0.419146647543923,"w",0,0,0,0
"63","RP","RP-1B-6","open",26.8,1514,48.519247,-120.732445,"RP-1B-6-c","PINPON","Pinus ponderosa","pinus",2.7,1389,-1.3637236084453,0.103281114456296,"w",0,0,0,0
"64","RP","RP-1B-6","open",26.8,1514,48.519247,-120.732445,"RP-1B-6-c","MAHNER","Mahonia nervosa","berberidaceae",2.7,1389,-1.87379972565158,-0.54086269574944,"w",0,0,0,0
"65","RP","RP-1B-6","open",26.8,1514,48.519247,-120.732445,"RP-1B-6-c","RUBURS","Rubus ursinus","rosaceae",2.7,1389,-2.25375081539465,-0.463289589470865,"w",0,0,0,0
"66","RP","RP-1B-6","open",26.8,1514,48.519247,-120.732445,"RP-1B-6-c","SAMCER","Sambucus caerulea","adoxaceae",2.7,1389,-1.55421686746988,0.196470686162981,"w",0,0,0,0
"67","RP","RP-1B-6","open",26.8,1514,48.519247,-120.732445,"RP-1B-6-c","SORSIT","Sorbus sitchensis","rosaceae",2.7,1389,-0.415513833992094,-0.63611315351573,"w",0,1,0,1
"68","RP","RP-1B-6","open",26.8,1514,48.519247,-120.732445,"RP-1B-6-c","VACPAR","Vaccinium parvifolium","ericaceae",2.7,1389,-1.86829960951367,-0.627746515585949,"w",0,0,0,0
"69","RP","RP-1B-6","open",26.8,1514,48.519247,-120.732445,"RP-1B-6-c","ERILAN","Eriophyllum lanatum","asteraceae",2.7,1389,-0.968503937007874,-0.16742339407513,"w",0,0,0,0
"70","RP","RP-1B-6","open",26.8,1514,48.519247,-120.732445,"RP-1B-6-c","MAIDIL","Maianthemum dilatatum","asparagaceae",2.7,1389,-1.27889447236181,-0.522834352235521,"w",0,0,0,0
"71","RP","RP-1B-6","open",26.8,1514,48.519247,-120.732445,"RP-1B-6-c","TOLMEN","Tolmiea menziesii","saxifragaceae",2.7,1389,-1.93098384728341,-0.749572840056459,"w",1,0,0,1
"72","RP","RP-1B-6","open",26.8,1514,48.519247,-120.732445,"RP-1B-6-c","CARSTI","Carex stipata","cyperaceae",2.7,1389,-1.45697643632513,0.199955761999558,"w",0,0,0,0
"73","RP","RP-2-5","closed",17.4666666666667,842,48.593908,-120.370935,"RP-2-5-a","ABIGRA","Abies grandis","abies",6.6,529,-0.844425956738769,-1.08684135843345,"w",0,0,0,0
"74","RP","RP-2-5","closed",17.4666666666667,842,48.593908,-120.370935,"RP-2-5-a","PICSIT","Picea sitchensis","picea",6.6,529,-0.556818181818182,-1.03585514521334,"w",0,0,0,0
"75","RP","RP-2-5","closed",17.4666666666667,842,48.593908,-120.370935,"RP-2-5-a","PINPON","Pinus ponderosa","pinus",6.6,529,-0.615163147792706,-0.774404245547788,"w",0,0,0,0
"76","RP","RP-2-5","closed",17.4666666666667,842,48.593908,-120.370935,"RP-2-5-a","MAHNER","Mahonia nervosa","berberidaceae",6.6,529,-0.803840877914952,-1.14209312080537,"w",0,0,1,1
"77","RP","RP-2-5","closed",17.4666666666667,842,48.593908,-120.370935,"RP-2-5-a","RUBURS","Rubus ursinus","rosaceae",6.6,529,-1.23613829093281,-1.12136052339595,"w",0,0,0,0
"78","RP","RP-2-5","closed",17.4666666666667,842,48.593908,-120.370935,"RP-2-5-a","SAMCER","Sambucus caerulea","adoxaceae",6.6,529,-0.614457831325301,-0.757997835798119,"w",0,0,0,0
"79","RP","RP-2-5","closed",17.4666666666667,842,48.593908,-120.370935,"RP-2-5-a","SORSIT","Sorbus sitchensis","rosaceae",6.6,529,0.355237154150198,-1.16860028636663,"w",0,0,0,0
"80","RP","RP-2-5","closed",17.4666666666667,842,48.593908,-120.370935,"RP-2-5-a","VACPAR","Vaccinium parvifolium","ericaceae",6.6,529,-0.760738374156905,-1.1552001717291,"w",0,0,0,0
"81","RP","RP-2-5","closed",17.4666666666667,842,48.593908,-120.370935,"RP-2-5-a","ERILAN","Eriophyllum lanatum","asteraceae",6.6,529,-0.354330708661417,-0.867820421459839,"w",0,0,0,0
"82","RP","RP-2-5","closed",17.4666666666667,842,48.593908,-120.370935,"RP-2-5-a","MAIDIL","Maianthemum dilatatum","asparagaceae",6.6,529,-0.298994974874372,-1.13328837741675,"w",0,0,0,0
"83","RP","RP-2-5","closed",17.4666666666667,842,48.593908,-120.370935,"RP-2-5-a","TOLMEN","Tolmiea menziesii","saxifragaceae",6.6,529,-0.7856093979442,-1.38845553822153,"w",0,0,0,0
"84","RP","RP-2-5","closed",17.4666666666667,842,48.593908,-120.370935,"RP-2-5-a","CARSTI","Carex stipata","cyperaceae",6.6,529,-0.63092401376754,-0.887035106013208,"w",0,0,0,0
"85","RP","RP-2-5","closed",18,842,48.593908,-120.370935,"RP-2-5-b","ABIGRA","Abies grandis","abies",6.6,529,-0.844425956738769,-1.08684135843345,"w",0,0,0,0
"86","RP","RP-2-5","closed",18,842,48.593908,-120.370935,"RP-2-5-b","PICSIT","Picea sitchensis","picea",6.6,529,-0.556818181818182,-1.03585514521334,"w",0,0,0,0
"87","RP","RP-2-5","closed",18,842,48.593908,-120.370935,"RP-2-5-b","PINPON","Pinus ponderosa","pinus",6.6,529,-0.615163147792706,-0.774404245547788,"w",0,0,0,0
"88","RP","RP-2-5","closed",18,842,48.593908,-120.370935,"RP-2-5-b","MAHNER","Mahonia nervosa","berberidaceae",6.6,529,-0.803840877914952,-1.14209312080537,"w",0,0,0,0
"89","RP","RP-2-5","closed",18,842,48.593908,-120.370935,"RP-2-5-b","RUBURS","Rubus ursinus","rosaceae",6.6,529,-1.23613829093281,-1.12136052339595,"w",0,0,0,0
"90","RP","RP-2-5","closed",18,842,48.593908,-120.370935,"RP-2-5-b","SAMCER","Sambucus caerulea","adoxaceae",6.6,529,-0.614457831325301,-0.757997835798119,"w",0,0,0,0
"91","RP","RP-2-5","closed",18,842,48.593908,-120.370935,"RP-2-5-b","SORSIT","Sorbus sitchensis","rosaceae",6.6,529,0.355237154150198,-1.16860028636663,"w",0,0,0,0
"92","RP","RP-2-5","closed",18,842,48.593908,-120.370935,"RP-2-5-b","VACPAR","Vaccinium parvifolium","ericaceae",6.6,529,-0.760738374156905,-1.1552001717291,"w",0,0,0,0
"93","RP","RP-2-5","closed",18,842,48.593908,-120.370935,"RP-2-5-b","ERILAN","Eriophyllum lanatum","asteraceae",6.6,529,-0.354330708661417,-0.867820421459839,"w",0,0,0,0
"94","RP","RP-2-5","closed",18,842,48.593908,-120.370935,"RP-2-5-b","MAIDIL","Maianthemum dilatatum","asparagaceae",6.6,529,-0.298994974874372,-1.13328837741675,"w",0,0,0,0
"95","RP","RP-2-5","closed",18,842,48.593908,-120.370935,"RP-2-5-b","TOLMEN","Tolmiea menziesii","saxifragaceae",6.6,529,-0.7856093979442,-1.38845553822153,"w",0,0,0,0
"96","RP","RP-2-5","closed",18,842,48.593908,-120.370935,"RP-2-5-b","CARSTI","Carex stipata","cyperaceae",6.6,529,-0.63092401376754,-0.887035106013208,"w",0,0,0,0
"97","RP","RP-2-5","closed",16.9666666666667,842,48.593908,-120.370935,"RP-2-5-c","ABIGRA","Abies grandis","abies",6.6,529,-0.844425956738769,-1.08684135843345,"w",0,0,0,0
"98","RP","RP-2-5","closed",16.9666666666667,842,48.593908,-120.370935,"RP-2-5-c","PICSIT","Picea sitchensis","picea",6.6,529,-0.556818181818182,-1.03585514521334,"w",0,0,0,0
"99","RP","RP-2-5","closed",16.9666666666667,842,48.593908,-120.370935,"RP-2-5-c","PINPON","Pinus ponderosa","pinus",6.6,529,-0.615163147792706,-0.774404245547788,"w",0,0,0,0
"100","RP","RP-2-5","closed",16.9666666666667,842,48.593908,-120.370935,"RP-2-5-c","MAHNER","Mahonia nervosa","berberidaceae",6.6,529,-0.803840877914952,-1.14209312080537,"w",0,0,0,0
"101","RP","RP-2-5","closed",16.9666666666667,842,48.593908,-120.370935,"RP-2-5-c","RUBURS","Rubus ursinus","rosaceae",6.6,529,-1.23613829093281,-1.12136052339595,"w",0,0,0,0
"102","RP","RP-2-5","closed",16.9666666666667,842,48.593908,-120.370935,"RP-2-5-c","SAMCER","Sambucus caerulea","adoxaceae",6.6,529,-0.614457831325301,-0.757997835798119,"w",0,0,0,0
"103","RP","RP-2-5","closed",16.9666666666667,842,48.593908,-120.370935,"RP-2-5-c","SORSIT","Sorbus sitchensis","rosaceae",6.6,529,0.355237154150198,-1.16860028636663,"w",0,0,0,0
"104","RP","RP-2-5","closed",16.9666666666667,842,48.593908,-120.370935,"RP-2-5-c","VACPAR","Vaccinium parvifolium","ericaceae",6.6,529,-0.760738374156905,-1.1552001717291,"w",0,0,0,0
"105","RP","RP-2-5","closed",16.9666666666667,842,48.593908,-120.370935,"RP-2-5-c","ERILAN","Eriophyllum lanatum","asteraceae",6.6,529,-0.354330708661417,-0.867820421459839,"w",0,0,0,0
"106","RP","RP-2-5","closed",16.9666666666667,842,48.593908,-120.370935,"RP-2-5-c","MAIDIL","Maianthemum dilatatum","asparagaceae",6.6,529,-0.298994974874372,-1.13328837741675,"w",0,0,0,0
"107","RP","RP-2-5","closed",16.9666666666667,842,48.593908,-120.370935,"RP-2-5-c","TOLMEN","Tolmiea menziesii","saxifragaceae",6.6,529,-0.7856093979442,-1.38845553822153,"w",0,0,0,0
"108","RP","RP-2-5","closed",16.9666666666667,842,48.593908,-120.370935,"RP-2-5-c","CARSTI","Carex stipata","cyperaceae",6.6,529,-0.63092401376754,-0.887035106013208,"w",0,0,0,0
"109","RP","RP-2-6","open",58.3,831,48.594162,-120.370485,"RP-2-6-a","ABIGRA","Abies grandis","abies",6.5,532,-0.877703826955075,-1.08230063380948,"w",0,0,0,0
"110","RP","RP-2-6","open",58.3,831,48.594162,-120.370485,"RP-2-6-a","PICSIT","Picea sitchensis","picea",6.5,532,-0.587121212121212,-1.03370383650054,"w",0,0,0,0
"111","RP","RP-2-6","open",58.3,831,48.594162,-120.370485,"RP-2-6-a","PINPON","Pinus ponderosa","pinus",6.5,532,-0.634357005758157,-0.771342552431495,"w",0,0,0,0
"112","RP","RP-2-6","open",58.3,831,48.594162,-120.370485,"RP-2-6-a","MAHNER","Mahonia nervosa","berberidaceae",6.5,532,-0.831275720164609,-1.13999580536913,"w",0,0,0,0
"113","RP","RP-2-6","open",58.3,831,48.594162,-120.370485,"RP-2-6-a","RUBURS","Rubus ursinus","rosaceae",6.5,532,-1.26223091976517,-1.11906492711482,"w",0,0,0,0
"114","RP","RP-2-6","open",58.3,831,48.594162,-120.370485,"RP-2-6-a","SAMCER","Sambucus caerulea","adoxaceae",6.5,532,-0.63855421686747,-0.75466829444244,"w",0,0,0,0
"115","RP","RP-2-6","open",58.3,831,48.594162,-120.370485,"RP-2-6-a","SORSIT","Sorbus sitchensis","rosaceae",6.5,532,0.335474308300396,-1.1667427731125,"w",0,0,0,0
"116","RP","RP-2-6","open",58.3,831,48.594162,-120.370485,"RP-2-6-a","VACPAR","Vaccinium parvifolium","ericaceae",6.5,532,-0.789137380191693,-1.15336021711464,"w",0,0,0,0
"117","RP","RP-2-6","open",58.3,831,48.594162,-120.370485,"RP-2-6-a","ERILAN","Eriophyllum lanatum","asteraceae",6.5,532,-0.37007874015748,-0.865377176015474,"w",0,0,0,0
"118","RP","RP-2-6","open",58.3,831,48.594162,-120.370485,"RP-2-6-a","MAIDIL","Maianthemum dilatatum","asparagaceae",6.5,532,-0.324120603015075,-1.13115888663123,"w",0,0,0,0
"119","RP","RP-2-6","open",58.3,831,48.594162,-120.370485,"RP-2-6-a","TOLMEN","Tolmiea menziesii","saxifragaceae",6.5,532,-0.814977973568282,-1.38622687764653,"w",0,0,0,0
"120","RP","RP-2-6","open",58.3,831,48.594162,-120.370485,"RP-2-6-a","CARSTI","Carex stipata","cyperaceae",6.5,532,-0.652104845115171,-0.883243277403861,"w",0,0,0,0
"121","RP","RP-2-6","open",63.1333333333333,831,48.594162,-120.370485,"RP-2-6-b","ABIGRA","Abies grandis","abies",6.5,532,-0.877703826955075,-1.08230063380948,"w",0,0,0,0
"122","RP","RP-2-6","open",63.1333333333333,831,48.594162,-120.370485,"RP-2-6-b","PICSIT","Picea sitchensis","picea",6.5,532,-0.587121212121212,-1.03370383650054,"w",0,0,0,0
"123","RP","RP-2-6","open",63.1333333333333,831,48.594162,-120.370485,"RP-2-6-b","PINPON","Pinus ponderosa","pinus",6.5,532,-0.634357005758157,-0.771342552431495,"w",0,0,0,0
"124","RP","RP-2-6","open",63.1333333333333,831,48.594162,-120.370485,"RP-2-6-b","MAHNER","Mahonia nervosa","berberidaceae",6.5,532,-0.831275720164609,-1.13999580536913,"w",0,0,0,0
"125","RP","RP-2-6","open",63.1333333333333,831,48.594162,-120.370485,"RP-2-6-b","RUBURS","Rubus ursinus","rosaceae",6.5,532,-1.26223091976517,-1.11906492711482,"w",0,0,0,0
"126","RP","RP-2-6","open",63.1333333333333,831,48.594162,-120.370485,"RP-2-6-b","SAMCER","Sambucus caerulea","adoxaceae",6.5,532,-0.63855421686747,-0.75466829444244,"w",0,0,0,0
"127","RP","RP-2-6","open",63.1333333333333,831,48.594162,-120.370485,"RP-2-6-b","SORSIT","Sorbus sitchensis","rosaceae",6.5,532,0.335474308300396,-1.1667427731125,"w",0,0,0,0
"128","RP","RP-2-6","open",63.1333333333333,831,48.594162,-120.370485,"RP-2-6-b","VACPAR","Vaccinium parvifolium","ericaceae",6.5,532,-0.789137380191693,-1.15336021711464,"w",0,0,0,0
"129","RP","RP-2-6","open",63.1333333333333,831,48.594162,-120.370485,"RP-2-6-b","ERILAN","Eriophyllum lanatum","asteraceae",6.5,532,-0.37007874015748,-0.865377176015474,"w",0,0,0,0
"130","RP","RP-2-6","open",63.1333333333333,831,48.594162,-120.370485,"RP-2-6-b","MAIDIL","Maianthemum dilatatum","asparagaceae",6.5,532,-0.324120603015075,-1.13115888663123,"w",0,0,0,0
"131","RP","RP-2-6","open",63.1333333333333,831,48.594162,-120.370485,"RP-2-6-b","TOLMEN","Tolmiea menziesii","saxifragaceae",6.5,532,-0.814977973568282,-1.38622687764653,"w",0,0,0,0
"132","RP","RP-2-6","open",63.1333333333333,831,48.594162,-120.370485,"RP-2-6-b","CARSTI","Carex stipata","cyperaceae",6.5,532,-0.652104845115171,-0.883243277403861,"w",0,0,0,0
"133","RP","RP-2-6","open",60.3333333333333,831,48.594162,-120.370485,"RP-2-6-c","ABIGRA","Abies grandis","abies",6.5,532,-0.877703826955075,-1.08230063380948,"w",0,0,0,0
